word,doc
colligo,Lex Visigothorum.docx
colloco,Lex Visigothorum.docx
colloquor,Lex Visigothorum.docx
colludium,Lex Visigothorum.docx
collum,Lex Visigothorum.docx
colo,Lex Visigothorum.docx
columna,Lex Visigothorum.docx
coma,Lex Visigothorum.docx
comedo,Lex Visigothorum.docx
comes,Lex Visigothorum.docx
comito,Lex Visigothorum.docx
commaculo,Lex Visigothorum.docx
commaneo,Lex Visigothorum.docx
commemoratio,Lex Visigothorum.docx
commendator,Lex Visigothorum.docx
commendatus,Lex Visigothorum.docx
commendo,Lex Visigothorum.docx
commentum,Lex Visigothorum.docx
commercium,Lex Visigothorum.docx
comminuo,Lex Visigothorum.docx
commisceo,Lex Visigothorum.docx
commissor,Lex Visigothorum.docx
commissoria,Lex Visigothorum.docx
commissum,Lex Visigothorum.docx
committo,Lex Visigothorum.docx
commixtio,Lex Visigothorum.docx
commode,Lex Visigothorum.docx
commodo,Lex Visigothorum.docx
commodum,Lex Visigothorum.docx
commoneo,Lex Visigothorum.docx
commonitio,Lex Visigothorum.docx
commonitorium,Lex Visigothorum.docx
commoror,Lex Visigothorum.docx
commotio,Lex Visigothorum.docx
commotus,Lex Visigothorum.docx
commoveo,Lex Visigothorum.docx
commune,Lex Visigothorum.docx
communico,Lex Visigothorum.docx
communio,Lex Visigothorum.docx
communis,Lex Visigothorum.docx
commutatio,Lex Visigothorum.docx
commuto,Lex Visigothorum.docx
como,Lex Visigothorum.docx
compagus,Lex Visigothorum.docx
compar,Lex Visigothorum.docx
compareo,Lex Visigothorum.docx
comparo,Lex Visigothorum.docx
compassio,Lex Visigothorum.docx
compatior,Lex Visigothorum.docx
compedio,Lex Visigothorum.docx
compello,Lex Visigothorum.docx
compendium,Lex Visigothorum.docx
compenso,Lex Visigothorum.docx
comperio,Lex Visigothorum.docx
compesco,Lex Visigothorum.docx
competenter,Lex Visigothorum.docx
competo,Lex Visigothorum.docx
complano,Lex Visigothorum.docx
complector,Lex Visigothorum.docx
compleo,Lex Visigothorum.docx
compono,Lex Visigothorum.docx
compositio,Lex Visigothorum.docx
comprehendo,Lex Visigothorum.docx
compressio,Lex Visigothorum.docx
comprimo,Lex Visigothorum.docx
comprobatio,Lex Visigothorum.docx
comprobo,Lex Visigothorum.docx
compulsor,Lex Visigothorum.docx
computo,Lex Visigothorum.docx
conamen,Lex Visigothorum.docx
conatus,Lex Visigothorum.docx
conburo,Lex Visigothorum.docx
concedo,Lex Visigothorum.docx
conceptio,Lex Visigothorum.docx
concido,Lex Visigothorum.docx
concilium,Lex Visigothorum.docx
concinnatio,Lex Visigothorum.docx
concinno,Lex Visigothorum.docx
concipio,Lex Visigothorum.docx
concitatus,Lex Visigothorum.docx
concito,Lex Visigothorum.docx
concludo,Lex Visigothorum.docx
conclusio,Lex Visigothorum.docx
concordis,Lex Visigothorum.docx
concordo,Lex Visigothorum.docx
concors,Lex Visigothorum.docx
concremo,Lex Visigothorum.docx
concresco,Lex Visigothorum.docx
concubina,Lex Visigothorum.docx
concubitor,Lex Visigothorum.docx
concupisco,Lex Visigothorum.docx
concurro,Lex Visigothorum.docx
concutio,Lex Visigothorum.docx
condeceo,Lex Visigothorum.docx
condemnatio,Lex Visigothorum.docx
condemno,Lex Visigothorum.docx
condicio,Lex Visigothorum.docx
condignus,Lex Visigothorum.docx
condio,Lex Visigothorum.docx
conditio,Lex Visigothorum.docx
conditor,Lex Visigothorum.docx
condo,Lex Visigothorum.docx
condoleo,Lex Visigothorum.docx
conduco,Lex Visigothorum.docx
conecto,Lex Visigothorum.docx
confectio,Lex Visigothorum.docx
confero,Lex Visigothorum.docx
confessio,Lex Visigothorum.docx
confessum,Lex Visigothorum.docx
confestim,Lex Visigothorum.docx
conficio,Lex Visigothorum.docx
confido,Lex Visigothorum.docx
configo,Lex Visigothorum.docx
confingo,Lex Visigothorum.docx
confinitimus,Lex Visigothorum.docx
confinium,Lex Visigothorum.docx
confirmatio,Lex Visigothorum.docx
confirmatus,Lex Visigothorum.docx
confirmo,Lex Visigothorum.docx
confiteor,Lex Visigothorum.docx
confodio,Lex Visigothorum.docx
confringo,Lex Visigothorum.docx
confugio,Lex Visigothorum.docx
confugium,Lex Visigothorum.docx
confundo,Lex Visigothorum.docx
confusio,Lex Visigothorum.docx
confutatio,Lex Visigothorum.docx
congero,Lex Visigothorum.docx
congressio,Lex Visigothorum.docx
congruo,Lex Visigothorum.docx
congruus,Lex Visigothorum.docx
conicio,Lex Visigothorum.docx
conjuga,Lex Visigothorum.docx
conjugalis,Lex Visigothorum.docx
conjugium,Lex Visigothorum.docx
conjugo,Lex Visigothorum.docx
conjuncte,Lex Visigothorum.docx
conjunctio,Lex Visigothorum.docx
conjunctum,Lex Visigothorum.docx
conjunctus,Lex Visigothorum.docx
conjungo,Lex Visigothorum.docx
conjunx,Lex Visigothorum.docx
connecto,Lex Visigothorum.docx
connubium,Lex Visigothorum.docx
conor,Lex Visigothorum.docx
conquiesco,Lex Visigothorum.docx
conquiro,Lex Visigothorum.docx
conquisitio,Lex Visigothorum.docx
consanguinitas,Lex Visigothorum.docx
conscendo,Lex Visigothorum.docx
conscientia,Lex Visigothorum.docx
conscio,Lex Visigothorum.docx
conscisco,Lex Visigothorum.docx
conscius,Lex Visigothorum.docx
conscribo,Lex Visigothorum.docx
consecro,Lex Visigothorum.docx
consensio,Lex Visigothorum.docx
consensus,Lex Visigothorum.docx
consentio,Lex Visigothorum.docx
consequenter,Lex Visigothorum.docx
consequor,Lex Visigothorum.docx
conserva,Lex Visigothorum.docx
conservatio,Lex Visigothorum.docx
conservo,Lex Visigothorum.docx
conservus,Lex Visigothorum.docx
consideratio,Lex Visigothorum.docx
considero,Lex Visigothorum.docx
consido,Lex Visigothorum.docx
consigno,Lex Visigothorum.docx
consilior,Lex Visigothorum.docx
consilium,Lex Visigothorum.docx
consisto,Lex Visigothorum.docx
consocio,Lex Visigothorum.docx
consolidatus,Lex Visigothorum.docx
consonus,Lex Visigothorum.docx
consors,Lex Visigothorum.docx
consortium,Lex Visigothorum.docx
conspectus,Lex Visigothorum.docx
conspergo,Lex Visigothorum.docx
conspersio,Lex Visigothorum.docx
conspicio,Lex Visigothorum.docx
conspicuus,Lex Visigothorum.docx
conspiratio,Lex Visigothorum.docx
constanter,Lex Visigothorum.docx
constituo,Lex Visigothorum.docx
constitutio,Lex Visigothorum.docx
consto,Lex Visigothorum.docx
constrictus,Lex Visigothorum.docx
constringo,Lex Visigothorum.docx
constructio,Lex Visigothorum.docx
construo,Lex Visigothorum.docx
consueo,Lex Visigothorum.docx
consuesco,Lex Visigothorum.docx
consuetudo,Lex Visigothorum.docx
consulo,Lex Visigothorum.docx
consulte,Lex Visigothorum.docx
consultus,Lex Visigothorum.docx
consummo,Lex Visigothorum.docx
consumo,Lex Visigothorum.docx
consurgo,Lex Visigothorum.docx
contagium,Lex Visigothorum.docx
contaminatio,Lex Visigothorum.docx
contego,Lex Visigothorum.docx
contemno,Lex Visigothorum.docx
contemplatio,Lex Visigothorum.docx
contemptio,Lex Visigothorum.docx
contemtio,Lex Visigothorum.docx
contemtor,Lex Visigothorum.docx
contemtus,Lex Visigothorum.docx
contendo,Lex Visigothorum.docx
contentio,Lex Visigothorum.docx
contero,Lex Visigothorum.docx
contestatio,Lex Visigothorum.docx
contestor,Lex Visigothorum.docx
continentia,Lex Visigothorum.docx
contineo,Lex Visigothorum.docx
contingo,Lex Visigothorum.docx
continuo,Lex Visigothorum.docx
continuus,Lex Visigothorum.docx
contionor,Lex Visigothorum.docx
contra,Lex Visigothorum.docx
contracto,Lex Visigothorum.docx
contractus,Lex Visigothorum.docx
contradico,Lex Visigothorum.docx
contradictio,Lex Visigothorum.docx
contrado,Lex Visigothorum.docx
contraeo,Lex Visigothorum.docx
contraho,Lex Visigothorum.docx
contrarie,Lex Visigothorum.docx
contrarietas,Lex Visigothorum.docx
contrarium,Lex Visigothorum.docx
contropatio,Lex Visigothorum.docx
controversia,Lex Visigothorum.docx
contubernium,Lex Visigothorum.docx
contumacia,Lex Visigothorum.docx
contumaciter,Lex Visigothorum.docx
contumax,Lex Visigothorum.docx
contumelia,Lex Visigothorum.docx
contumeliose,Lex Visigothorum.docx
contumeliosus,Lex Visigothorum.docx
conturbatio,Lex Visigothorum.docx
conubium,Lex Visigothorum.docx
convalesco,Lex Visigothorum.docx
convello,Lex Visigothorum.docx
convenienter,Lex Visigothorum.docx
convenientia,Lex Visigothorum.docx
convenio,Lex Visigothorum.docx
conventio,Lex Visigothorum.docx
converro,Lex Visigothorum.docx
conversatio,Lex Visigothorum.docx
conversio,Lex Visigothorum.docx
converso,Lex Visigothorum.docx
converto,Lex Visigothorum.docx
convexo,Lex Visigothorum.docx
convictus,Lex Visigothorum.docx
convinco,Lex Visigothorum.docx
convoco,Lex Visigothorum.docx
convolo,Lex Visigothorum.docx
copiose,Lex Visigothorum.docx
copiosus,Lex Visigothorum.docx
copis,Lex Visigothorum.docx
copula,Lex Visigothorum.docx
copulatio,Lex Visigothorum.docx
copulatus,Lex Visigothorum.docx
copulo,Lex Visigothorum.docx
copulum,Lex Visigothorum.docx
coquos,Lex Visigothorum.docx
cor,Lex Visigothorum.docx
cordium,Lex Visigothorum.docx
corpus,Lex Visigothorum.docx
correctio,Lex Visigothorum.docx
correpo,Lex Visigothorum.docx
correptio,Lex Visigothorum.docx
corrigo,Lex Visigothorum.docx
corripio,Lex Visigothorum.docx
corroboro,Lex Visigothorum.docx
corrumpo,Lex Visigothorum.docx
corruo,Lex Visigothorum.docx
corruptio,Lex Visigothorum.docx
cotidie,Lex Visigothorum.docx
creditor,Lex Visigothorum.docx
credo,Lex Visigothorum.docx
credulitas,Lex Visigothorum.docx
cremo,Lex Visigothorum.docx
creo,Lex Visigothorum.docx
cresco,Lex Visigothorum.docx
crimen,Lex Visigothorum.docx
criminalis,Lex Visigothorum.docx
criminator,Lex Visigothorum.docx
crimino,Lex Visigothorum.docx
criminor,Lex Visigothorum.docx
criminosus,Lex Visigothorum.docx
cruciatus,Lex Visigothorum.docx
crucifigo,Lex Visigothorum.docx
crudelis,Lex Visigothorum.docx
crudelitas,Lex Visigothorum.docx
cruento,Lex Visigothorum.docx
culmen,Lex Visigothorum.docx
culpa,Lex Visigothorum.docx
culpabilis,Lex Visigothorum.docx
culpo,Lex Visigothorum.docx
culter,Lex Visigothorum.docx
cultor,Lex Visigothorum.docx
cultus,Lex Visigothorum.docx
cumulo,Lex Visigothorum.docx
cunctatio,Lex Visigothorum.docx
cuncti,Lex Visigothorum.docx
cupa,Lex Visigothorum.docx
cupiditas,Lex Visigothorum.docx
cupidus,Lex Visigothorum.docx
cupio,Lex Visigothorum.docx
cur,Lex Visigothorum.docx
cura,Lex Visigothorum.docx
curialis,Lex Visigothorum.docx
curo,Lex Visigothorum.docx
curriculum,Lex Visigothorum.docx
curro,Lex Visigothorum.docx
currus,Lex Visigothorum.docx
cursus,Lex Visigothorum.docx
curto,Lex Visigothorum.docx
custodia,Lex Visigothorum.docx
custodio,Lex Visigothorum.docx
custos,Lex Visigothorum.docx
cutis,Lex Visigothorum.docx
damnabilis,Lex Visigothorum.docx
damnatio,Lex Visigothorum.docx
damnatus,Lex Visigothorum.docx
damno,Lex Visigothorum.docx
damnosus,Lex Visigothorum.docx
damnum,Lex Visigothorum.docx
dato,Lex Visigothorum.docx
datum,Lex Visigothorum.docx
debeo,Lex Visigothorum.docx
debilis,Lex Visigothorum.docx
debilitas,Lex Visigothorum.docx
debilitatio,Lex Visigothorum.docx
debilito,Lex Visigothorum.docx
debitor,Lex Visigothorum.docx
debitrix,Lex Visigothorum.docx
decalvatio,Lex Visigothorum.docx
decalvatus,Lex Visigothorum.docx
decalvo,Lex Visigothorum.docx
decania,Lex Visigothorum.docx
decano,Lex Visigothorum.docx
decanus,Lex Visigothorum.docx
decedo,Lex Visigothorum.docx
decem,Lex Visigothorum.docx
deceni,Lex Visigothorum.docx
decens,Lex Visigothorum.docx
decenter,Lex Visigothorum.docx
deceptio,Lex Visigothorum.docx
deceptor,Lex Visigothorum.docx
decerno,Lex Visigothorum.docx
decerpo,Lex Visigothorum.docx
decerto,Lex Visigothorum.docx
decessor,Lex Visigothorum.docx
decet,Lex Visigothorum.docx
decimanus,Lex Visigothorum.docx
decimo,Lex Visigothorum.docx
decimus,Lex Visigothorum.docx
decipio,Lex Visigothorum.docx
declaro,Lex Visigothorum.docx
decocta,Lex Visigothorum.docx
decor,Lex Visigothorum.docx
decoro,Lex Visigothorum.docx
decrepitus,Lex Visigothorum.docx
decuria,Lex Visigothorum.docx
decurro,Lex Visigothorum.docx
decursus,Lex Visigothorum.docx
decus,Lex Visigothorum.docx
dedecus,Lex Visigothorum.docx
deditus,Lex Visigothorum.docx
dedo,Lex Visigothorum.docx
deduco,Lex Visigothorum.docx
defendo,Lex Visigothorum.docx
defensio,Lex Visigothorum.docx
defenso,Lex Visigothorum.docx
defensor,Lex Visigothorum.docx
defero,Lex Visigothorum.docx
defessus,Lex Visigothorum.docx
deficio,Lex Visigothorum.docx
defigo,Lex Visigothorum.docx
definio,Lex Visigothorum.docx
definitio,Lex Visigothorum.docx
defleo,Lex Visigothorum.docx
deformiter,Lex Visigothorum.docx
deformo,Lex Visigothorum.docx
defraudo,Lex Visigothorum.docx
defringo,Lex Visigothorum.docx
defungor,Lex Visigothorum.docx
degener,Lex Visigothorum.docx
degusto,Lex Visigothorum.docx
dehinc,Lex Visigothorum.docx
deicio,Lex Visigothorum.docx
deinceps,Lex Visigothorum.docx
deinde,Lex Visigothorum.docx
delator,Lex Visigothorum.docx
delego,Lex Visigothorum.docx
deleo,Lex Visigothorum.docx
deliberatio,Lex Visigothorum.docx
deliberatus,Lex Visigothorum.docx
delibero,Lex Visigothorum.docx
delictum,Lex Visigothorum.docx
delinquo,Lex Visigothorum.docx
delitesco,Lex Visigothorum.docx
demergo,Lex Visigothorum.docx
deminuo,Lex Visigothorum.docx
demonstro,Lex Visigothorum.docx
demos,Lex Visigothorum.docx
denego,Lex Visigothorum.docx
denique,Lex Visigothorum.docx
denoto,Lex Visigothorum.docx
denuncio,Lex Visigothorum.docx
denuntio,Lex Visigothorum.docx
denuo,Lex Visigothorum.docx
depello,Lex Visigothorum.docx
dependo,Lex Visigothorum.docx
depereo,Lex Visigothorum.docx
depono,Lex Visigothorum.docx
deporto,Lex Visigothorum.docx
deposco,Lex Visigothorum.docx
deprauo,Lex Visigothorum.docx
deprehendo,Lex Visigothorum.docx
depressus,Lex Visigothorum.docx
depromo,Lex Visigothorum.docx
deputo,Lex Visigothorum.docx
derelinquo,Lex Visigothorum.docx
derogatio,Lex Visigothorum.docx
derogo,Lex Visigothorum.docx
descendo,Lex Visigothorum.docx
describo,Lex Visigothorum.docx
deseco,Lex Visigothorum.docx
desero,Lex Visigothorum.docx
desertor,Lex Visigothorum.docx
deservio,Lex Visigothorum.docx
desiderium,Lex Visigothorum.docx
desidero,Lex Visigothorum.docx
designo,Lex Visigothorum.docx
desisto,Lex Visigothorum.docx
despectus,Lex Visigothorum.docx
destinatum,Lex Visigothorum.docx
destino,Lex Visigothorum.docx
destituo,Lex Visigothorum.docx
destruo,Lex Visigothorum.docx
desum,Lex Visigothorum.docx
detector,Lex Visigothorum.docx
detectus,Lex Visigothorum.docx
detego,Lex Visigothorum.docx
deterior,Lex Visigothorum.docx
deterius,Lex Visigothorum.docx
determinatio,Lex Visigothorum.docx
determino,Lex Visigothorum.docx
detero,Lex Visigothorum.docx
deterreo,Lex Visigothorum.docx
detestabilis,Lex Visigothorum.docx
detesto,Lex Visigothorum.docx
detestor,Lex Visigothorum.docx
detineo,Lex Visigothorum.docx
detondeo,Lex Visigothorum.docx
detractio,Lex Visigothorum.docx
detractor,Lex Visigothorum.docx
detraho,Lex Visigothorum.docx
detrimentum,Lex Visigothorum.docx
detruncatio,Lex Visigothorum.docx
detrunco,Lex Visigothorum.docx
detrusio,Lex Visigothorum.docx
deuasto,Lex Visigothorum.docx
deuenio,Lex Visigothorum.docx
deuito,Lex Visigothorum.docx
deum,Lex Visigothorum.docx
deuoco,Lex Visigothorum.docx
deuote,Lex Visigothorum.docx
deuoto,Lex Visigothorum.docx
deuotus,Lex Visigothorum.docx
deuoueo,Lex Visigothorum.docx
deus,Lex Visigothorum.docx
deuter,Lex Visigothorum.docx
devinco,Lex Visigothorum.docx
devolvo,Lex Visigothorum.docx
devotio,Lex Visigothorum.docx
dexter,Lex Visigothorum.docx
dextra,Lex Visigothorum.docx
diabolicus,Lex Visigothorum.docx
diabolus,Lex Visigothorum.docx
diacon,Lex Visigothorum.docx
diaconus,Lex Visigothorum.docx
diadema,Lex Visigothorum.docx
dicio,Lex Visigothorum.docx
dico,Lex Visigothorum.docx
dictio,Lex Visigothorum.docx
dicto,Lex Visigothorum.docx
dies,Lex Visigothorum.docx
differo,Lex Visigothorum.docx
difficile,Lex Visigothorum.docx
difficulter,Lex Visigothorum.docx
diffinio,Lex Visigothorum.docx
digero,Lex Visigothorum.docx
digitus,Lex Visigothorum.docx
digne,Lex Visigothorum.docx
dignitas,Lex Visigothorum.docx
digno,Lex Visigothorum.docx
dignosco,Lex Visigothorum.docx
dignus,Lex Visigothorum.docx
diiudico,Lex Visigothorum.docx
dilabor,Lex Visigothorum.docx
dilatator,Lex Visigothorum.docx
dilatio,Lex Visigothorum.docx
dilato,Lex Visigothorum.docx
dilectio,Lex Visigothorum.docx
dilectus,Lex Visigothorum.docx
diligens,Lex Visigothorum.docx
diligenter,Lex Visigothorum.docx
diligentia,Lex Visigothorum.docx
diligo,Lex Visigothorum.docx
diluo,Lex Visigothorum.docx
diluvium,Lex Visigothorum.docx
dimidius,Lex Visigothorum.docx
diminuo,Lex Visigothorum.docx
diminutio,Lex Visigothorum.docx
dimitto,Lex Visigothorum.docx
dimoueo,Lex Visigothorum.docx
dinosco,Lex Visigothorum.docx
dinumero,Lex Visigothorum.docx
dira,Lex Visigothorum.docx
directum,Lex Visigothorum.docx
directus,Lex Visigothorum.docx
direptio,Lex Visigothorum.docx
direptor,Lex Visigothorum.docx
dirigeo,Lex Visigothorum.docx
dirigo,Lex Visigothorum.docx
dirimo,Lex Visigothorum.docx
diripio,Lex Visigothorum.docx
dirus,Lex Visigothorum.docx
discedo,Lex Visigothorum.docx
disceptatio,Lex Visigothorum.docx
discerno,Lex Visigothorum.docx
discidium,Lex Visigothorum.docx
disciplina,Lex Visigothorum.docx
discipulus,Lex Visigothorum.docx
disco,Lex Visigothorum.docx
discrepo,Lex Visigothorum.docx
discretio,Lex Visigothorum.docx
discribo,Lex Visigothorum.docx
discrimen,Lex Visigothorum.docx
discurro,Lex Visigothorum.docx
discussio,Lex Visigothorum.docx
discussor,Lex Visigothorum.docx
discutio,Lex Visigothorum.docx
dispendium,Lex Visigothorum.docx
dispensatio,Lex Visigothorum.docx
dispenso,Lex Visigothorum.docx
dispereo,Lex Visigothorum.docx
dispergo,Lex Visigothorum.docx
dispicio,Lex Visigothorum.docx
dispono,Lex Visigothorum.docx
dispositio,Lex Visigothorum.docx
disputatio,Lex Visigothorum.docx
disrumpo,Lex Visigothorum.docx
dissentio,Lex Visigothorum.docx
dissero,Lex Visigothorum.docx
dissimilitudo,Lex Visigothorum.docx
dissimulo,Lex Visigothorum.docx
dissipo,Lex Visigothorum.docx
dissuadeo,Lex Visigothorum.docx
distraho,Lex Visigothorum.docx
distribuo,Lex Visigothorum.docx
districtio,Lex Visigothorum.docx
districtus,Lex Visigothorum.docx
distringo,Lex Visigothorum.docx
ditio,Lex Visigothorum.docx
diu,Lex Visigothorum.docx
diualis,Lex Visigothorum.docx
diuido,Lex Visigothorum.docx
diuina,Lex Visigothorum.docx
diuine,Lex Visigothorum.docx
diuinitas,Lex Visigothorum.docx
diuinitus,Lex Visigothorum.docx
diuinum,Lex Visigothorum.docx
diuinus,Lex Visigothorum.docx
diutinus,Lex Visigothorum.docx
diuus,Lex Visigothorum.docx
divello,Lex Visigothorum.docx
diversitas,Lex Visigothorum.docx
diversorius,Lex Visigothorum.docx
diversus,Lex Visigothorum.docx
divinatio,Lex Visigothorum.docx
divisio,Lex Visigothorum.docx
divortium,Lex Visigothorum.docx
doceo,Lex Visigothorum.docx
doctor,Lex Visigothorum.docx
doctrina,Lex Visigothorum.docx
documentum,Lex Visigothorum.docx
dogma,Lex Visigothorum.docx
doleo,Lex Visigothorum.docx
dolo,Lex Visigothorum.docx
dolor,Lex Visigothorum.docx
dolose,Lex Visigothorum.docx
domestici,Lex Visigothorum.docx
domesticus,Lex Visigothorum.docx
domina,Lex Visigothorum.docx
dominicus,Lex Visigothorum.docx
dominium,Lex Visigothorum.docx
dominor,Lex Visigothorum.docx
domo,Lex Visigothorum.docx
domus,Lex Visigothorum.docx
donatio,Lex Visigothorum.docx
donator,Lex Visigothorum.docx
donec,Lex Visigothorum.docx
dono,Lex Visigothorum.docx
donum,Lex Visigothorum.docx
dormio,Lex Visigothorum.docx
dos,Lex Visigothorum.docx
dotalis,Lex Visigothorum.docx
dubie,Lex Visigothorum.docx
dubietas,Lex Visigothorum.docx
dubitatio,Lex Visigothorum.docx
dubito,Lex Visigothorum.docx
dubium,Lex Visigothorum.docx
ducenteni,Lex Visigothorum.docx
ducenti,Lex Visigothorum.docx
duco,Lex Visigothorum.docx
dudum,Lex Visigothorum.docx
dulce,Lex Visigothorum.docx
dulcedo,Lex Visigothorum.docx
dum,Lex Visigothorum.docx
dummodo,Lex Visigothorum.docx
duo,Lex Visigothorum.docx
duodecim,Lex Visigothorum.docx
duodecimus,Lex Visigothorum.docx
dupla,Lex Visigothorum.docx
duplatio,Lex Visigothorum.docx
duplex,Lex Visigothorum.docx
duplicitas,Lex Visigothorum.docx
duplico,Lex Visigothorum.docx
duplum,Lex Visigothorum.docx
dure,Lex Visigothorum.docx
duritia,Lex Visigothorum.docx
duro,Lex Visigothorum.docx
durus,Lex Visigothorum.docx
dux,Lex Visigothorum.docx
ecclesia,Lex Visigothorum.docx
ecclesiasticus,Lex Visigothorum.docx
ecfero,Lex Visigothorum.docx
econtra,Lex Visigothorum.docx
edico,Lex Visigothorum.docx
edita,Lex Visigothorum.docx
editio,Lex Visigothorum.docx
editum,Lex Visigothorum.docx
editus,Lex Visigothorum.docx
edo,Lex Visigothorum.docx
edoceo,Lex Visigothorum.docx
educo,Lex Visigothorum.docx
effectus,Lex Visigothorum.docx
efficio,Lex Visigothorum.docx
effrenatus,Lex Visigothorum.docx
effringo,Lex Visigothorum.docx
effugio,Lex Visigothorum.docx
effundo,Lex Visigothorum.docx
ego,Lex Visigothorum.docx
egredior,Lex Visigothorum.docx
egressio,Lex Visigothorum.docx
ejecto,Lex Visigothorum.docx
elabor,Lex Visigothorum.docx
elaboro,Lex Visigothorum.docx
electio,Lex Visigothorum.docx
electus,Lex Visigothorum.docx
elemosina,Lex Visigothorum.docx
eligo,Lex Visigothorum.docx
elimatus,Lex Visigothorum.docx
elogium,Lex Visigothorum.docx
elongatio,Lex Visigothorum.docx
eloquium,Lex Visigothorum.docx
eloquor,Lex Visigothorum.docx
eluceo,Lex Visigothorum.docx
emendatio,Lex Visigothorum.docx
emendatus,Lex Visigothorum.docx
emendo,Lex Visigothorum.docx
emergo,Lex Visigothorum.docx
emissus,Lex Visigothorum.docx
emitto,Lex Visigothorum.docx
emo,Lex Visigothorum.docx
emptio,Lex Visigothorum.docx
emptor,Lex Visigothorum.docx
emtio,Lex Visigothorum.docx
emtor,Lex Visigothorum.docx
emtus,Lex Visigothorum.docx
eniteo,Lex Visigothorum.docx
enubilo,Lex Visigothorum.docx
episcopus,Lex Visigothorum.docx
epistula,Lex Visigothorum.docx
equarius,Lex Visigothorum.docx
equitalis,Lex Visigothorum.docx
equito,Lex Visigothorum.docx
equus,Lex Visigothorum.docx
era,Lex Visigothorum.docx
eradico,Lex Visigothorum.docx
erectus,Lex Visigothorum.docx
eremus,Lex Visigothorum.docx
erepo,Lex Visigothorum.docx
ergastulum,Lex Visigothorum.docx
ergo,Lex Visigothorum.docx
erigo,Lex Visigothorum.docx
erilis,Lex Visigothorum.docx
eripio,Lex Visigothorum.docx
erogo,Lex Visigothorum.docx
erratum,Lex Visigothorum.docx
erro,Lex Visigothorum.docx
erroneus,Lex Visigothorum.docx
error,Lex Visigothorum.docx
erubesco,Lex Visigothorum.docx
erumna,Lex Visigothorum.docx
esca,Lex Visigothorum.docx
esse,Lex Visigothorum.docx
etenim,Lex Visigothorum.docx
etiam,Lex Visigothorum.docx
etsi,Lex Visigothorum.docx
euacuatus,Lex Visigothorum.docx
euacuo,Lex Visigothorum.docx
euado,Lex Visigothorum.docx
euagino,Lex Visigothorum.docx
euangelicus,Lex Visigothorum.docx
euangelium,Lex Visigothorum.docx
euenio,Lex Visigothorum.docx
evagor,Lex Visigothorum.docx
evanesco,Lex Visigothorum.docx
evello,Lex Visigothorum.docx
everro,Lex Visigothorum.docx
everto,Lex Visigothorum.docx
evidens,Lex Visigothorum.docx
evidenter,Lex Visigothorum.docx
evidentia,Lex Visigothorum.docx
evideor,Lex Visigothorum.docx
evolvo,Lex Visigothorum.docx
exactio,Lex Visigothorum.docx
exactus,Lex Visigothorum.docx
exagito,Lex Visigothorum.docx
examen,Lex Visigothorum.docx
examinatio,Lex Visigothorum.docx
examino,Lex Visigothorum.docx
exaratio,Lex Visigothorum.docx
excedo,Lex Visigothorum.docx
excellens,Lex Visigothorum.docx
excello,Lex Visigothorum.docx
excepto,Lex Visigothorum.docx
excessus,Lex Visigothorum.docx
excido,Lex Visigothorum.docx
excipio,Lex Visigothorum.docx
excitatus,Lex Visigothorum.docx
excito,Lex Visigothorum.docx
excludo,Lex Visigothorum.docx
excogito,Lex Visigothorum.docx
excolo,Lex Visigothorum.docx
excommunicatio,Lex Visigothorum.docx
excommunico,Lex Visigothorum.docx
excurro,Lex Visigothorum.docx
excusabilis,Lex Visigothorum.docx
excusatio,Lex Visigothorum.docx
excusatus,Lex Visigothorum.docx
excuso,Lex Visigothorum.docx
excussus,Lex Visigothorum.docx
excutio,Lex Visigothorum.docx
exemplar,Lex Visigothorum.docx
exemplare,Lex Visigothorum.docx
exemplo,Lex Visigothorum.docx
exemplum,Lex Visigothorum.docx
exeo,Lex Visigothorum.docx
exerceo,Lex Visigothorum.docx
exercitus,Lex Visigothorum.docx
exero,Lex Visigothorum.docx
exheredo,Lex Visigothorum.docx
exhibeo,Lex Visigothorum.docx
exhibitio,Lex Visigothorum.docx
exhinc,Lex Visigothorum.docx
exhortatio,Lex Visigothorum.docx
exhortor,Lex Visigothorum.docx
exibeo,Lex Visigothorum.docx
exigo,Lex Visigothorum.docx
exilio,Lex Visigothorum.docx
exilis,Lex Visigothorum.docx
exilium,Lex Visigothorum.docx
eximius,Lex Visigothorum.docx
eximo,Lex Visigothorum.docx
exinanio,Lex Visigothorum.docx
exinde,Lex Visigothorum.docx
exoptatus,Lex Visigothorum.docx
exopto,Lex Visigothorum.docx
exordium,Lex Visigothorum.docx
exorior,Lex Visigothorum.docx
exorno,Lex Visigothorum.docx
exoro,Lex Visigothorum.docx
expectatus,Lex Visigothorum.docx
expecto,Lex Visigothorum.docx
expedio,Lex Visigothorum.docx
expeditio,Lex Visigothorum.docx
expello,Lex Visigothorum.docx
expendo,Lex Visigothorum.docx
experientia,Lex Visigothorum.docx
experimentum,Lex Visigothorum.docx
experior,Lex Visigothorum.docx
expeto,Lex Visigothorum.docx
expio,Lex Visigothorum.docx
explano,Lex Visigothorum.docx
expleo,Lex Visigothorum.docx
exploro,Lex Visigothorum.docx
expono,Lex Visigothorum.docx
expressus,Lex Visigothorum.docx
exprimo,Lex Visigothorum.docx
expugno,Lex Visigothorum.docx
expurgo,Lex Visigothorum.docx
exquiro,Lex Visigothorum.docx
